"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"a_z",30.5698337230114,0.045116460894483,3.29551748394351,24.0081454615487,28.4390626383138,30.5777589239054,32.771256656494,37.0669303037554,5335.5253901959,1.00041677184236
"b_zf",-5.97858883555481,0.0471442367972575,2.14350055911041,-10.1551540077045,-7.37823886377606,-5.98904292628359,-4.6557943810862,-1.66688841173627,2067.23563763802,0.999908156575916
"b_zc",-6.76665137296009,0.0365900389192879,2.14265063771373,-10.9396510696163,-8.19348531783513,-6.79522484676666,-5.3958791144805,-2.50285623058668,3429.0750163483,1.00024829206211
"b_zp",-1.316185052489,0.0219975042226576,0.757545288546885,-2.83795503977942,-1.79915135339012,-1.32681013375043,-0.850548359234654,0.262863201550769,1185.96093422976,1.00289596686059
"lam_interceptsa",0.340808124985925,0.00159138449193095,0.098962351952029,0.162528346275195,0.269545074229672,0.336618407397282,0.406650924040676,0.544158217247661,3867.1389182858,1.00036530512957
"lam_interceptsbf",0.675874320157126,0.0125063392861789,0.193179871692649,0.265681490073366,0.545225890043649,0.698323894973267,0.828283518946483,0.976040601922126,238.596096099046,1.01210007334958
"lam_interceptsbc",0.547405274396302,0.00449393762337297,0.141049324524706,0.26275239514004,0.449422427029958,0.553005114749296,0.649724545705916,0.805544816983919,985.11728946745,1.00052171184221
"lam_interceptsbp",0.347560563425318,0.0141667084644494,0.229653870197427,0.0182894739118503,0.16241682324759,0.310150593783178,0.502272792845445,0.852671135021192,262.790477470264,1.02490021762868
"sigma_interceptsa",15.9194324793909,0.0200640230935739,1.15013908558814,13.8638488629208,15.1307935431081,15.8216492928194,16.6496890003745,18.3016999251793,3285.97826837299,0.999550948565577
"sigma_interceptsbf",5.78971106574344,0.0482419294825132,0.995202672154848,4.06988072264135,5.06168127461719,5.71893186766017,6.41643651824011,7.95133256190152,425.572667847273,1.01485721058723
"sigma_interceptsbc",7.07090242512175,0.029210707441585,0.850179906456238,5.56182178637529,6.48467260047395,7.02043397272739,7.58602979679006,8.91232595327851,847.105541340805,1.00416605139399
"sigma_interceptsbp",2.46041096120413,0.022254231538978,0.421458077087617,1.69323229890965,2.16678013138849,2.44555227343464,2.74002413417882,3.31876620696159,358.660507101622,1.01042755223708
"sigma_y",12.5750818194688,0.00272926185004328,0.179999117107085,12.2270919980193,12.4514339916396,12.5716475731157,12.6965495220812,12.9375918386096,4349.6102212663,1.00023970531895
